"32A","18-19","3","Distribution of buckets","199920","Dustbin/Buckets","No Issue","",""
"32A","18-19","4","Distribution of buckets","199920","Dustbin/Buckets","No Issue","",""
"32A","18-19","5","Distribution of buckets","199920","Dustbin/Buckets","No Issue","",""
"32A","18-19","6","Installation of benches","199934.62","Benches","No Issue","",""
"32A","18-19","7","Installation of benches","199934.62","Benches","No Issue","",""
"32A","18-19","8","Installation of benches","199934.62","Benches","No Issue","",""
"32A","18-19","9","Gattu basavne","171506.6","Pavement blocks","No Issue","",""
"32B","18-19","1","Installation of benches","199934.62","Benches","No Issue","",""
"32B","18-19","2","Installation of benches","199944.62","Benches","No Issue","",""
"32B","18-19","3","Installation of benches","199934.44","Benches","No Issue","",""
"32B","18-19","4","Distribution of buckets","199933.44","Dustbin/Buckets","No Issue","",""
"32B","18-19","5","Picking up radar waste","193820.12","Cleaning","No Issue","",""
"32B","18-19","6","Distribution of bags","200000","Bags","No Issue","",""
"32B","18-19","7","Distribution of buckets","200000","Dustbin/Buckets","No Issue","",""
"32B","18-19","8","Distribution of buckets","200000","Dustbin/Buckets","No Issue","",""
"32B","18-19","9","Toilets repairing work","160166.25","Toilet","No Issue","",""
"32B","18-19","10","School, clinics and temple repairing","160674.72","Buildings","No Issue","",""
"32C","18-19","1","Distribution of bags","178550","Bags","No Issue","",""
"32C","18-19","2","Distribution of bags","178550","Bags","No Issue","",""
"32C","18-19","3","Road development and painting work","175660.2","Colouring","No Issue","",""
"32C","18-19","4","Fencing related work","177077.71","Fencing","No Issue","",""
"32C","18-19","5","Installation of benches","199934.62","Benches","No Issue","",""
"32C","18-19","6","Supplying chairs for Library","198432.5","Library","No Issue","",""
"32C","18-19","7","Providing projector speakers and electricity related work","171931.2","Electrification","No Issue","",""
"32C","18-19","8","Furniture work in reading hall","193354.59","Furniture","No Issue","",""
"32D","18-19","1","Thermoplastic paint related work","152436.47","Traffic","No Issue","",""
"32D","18-19","2","Installation of benches","199934.62","Benches","No Issue","",""
"32D","18-19","3","Installation of benches","199934.62","Benches","No Issue","",""
"32D","18-19","4","Picking up radar waste","151066.19","Cleaning","No Issue","",""
"32D","18-19","5","Drainage related work","170345","Drainage","No Issue","",""
"32D","18-19","6","Watchman cabins development","176311.6","Buildings","No Issue","",""
"32D","18-19","7","Watchman cabins development","176450.41","Buildings","No Issue","",""
"32D","18-19","8","Distribution of bags","100000","Bags","No Issue","",""
"32D","18-19","9","Installation of benches","199934","Benches","No Issue","",""
"32D","18-19","10","Installation of benches","199934.62","Benches","No Issue","",""
"13A","19-20","1","Distribution of bags","200000","Bags","No Issue","",""
"13A","19-20","2","Procurement of scented phenyl","199911","Cleaning","Resolved","What should be code for this?","Cleaning is correct"
"13A","19-20","3","Procurement of black phenyl","199899","Cleaning","Resolved","What should be code for this?","Cleaning is correct"
"13A","19-20","4","Procurement of phenyl","199830","Cleaning","Resolved","What should be code for this?","Cleaning is correct"
"13A","19-20","5","Supplying computers","100000","Computers","No Issue","",""
"13A","19-20","6","Supplying computers","200000","Computers","No Issue","",""
"13A","19-20","7","Distribution of bags","200000","Bags","No Issue","",""
"13A","19-20","8","Distribution of bags","200000","Bags","No Issue","",""
"13A","19-20","9","Repairing of toilets","176784.33","Toilet","No Issue","",""
"13A","19-20","10","Toilets related work","176784.33","Toilet","No Issue","",""
