"GHOLE ROAD - SHIVAJI NAGAR","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","1","","","","","","","","","","","","","","","","","","",""
"Ward No.","Year","Sr. No.","Details of the work","Amount","Expense Code","Issue Status","Original Comment","Resolution Comment","","","","","","","","","","","","","","","","",""
"7D","20-21","10","Walls-painting","199000","Decoration","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","1","Mask distribution","200000","Help / Fund / Relief Work","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","2","Mask distribution","200000","Help / Fund / Relief Work","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","3","Toilet repair and related work","200000","Toilet","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","4","Toilet repair and related work","200000","Toilet","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","5","Drainage line repair","200000","Drainage","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","6","Picking up radar waste","200000","Cleaning","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","7","Picking up radar waste","200000","Cleaning","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","8","Footpath repair and relayed work","200000","Footpath","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","9","Drainage line cleaning and related work","200000","Drainage","No Issue","","","","","","","","","","","","","","","","","","",""
"14A","20-21","10","Tiles repair and related work","200000","Pavement blocks","No Issue","","","","","","","","","","","","","","","","","","",""
"14C","20-21","1","Hands free wash basin installation","200000","Help / Fund / Relief Work","No Issue","","","","","","","","","","","","","","","","","","",""
"14C","20-21","2","Mask distribution through Bachat Gat","200000","Help / Fund / Relief Work","No Issue","","","","","","","","","","","","","","","","","","",""
"14C","20-21","3","Toilet repair work","200000","Toilet","No Issue","","","","","","","","","","","","","","","","","","",""
"14C","20-21","4","Buckets purchased for segregation of waste","200000","Dustbin/Buckets","No Issue","","","","","","","","","","","","","","","","","","",""
"14C","20-21","5","Distribution of 'Dhakal-gadi' for Arogya-kothi","200000","Waste disposal","No Issue","","","","","","","","","","","","","","","","","","",""
"14C","20-21","6","Buckets purchased for segregation of waste","200000","Dustbin/Buckets","No Issue","","","","","","","","","","","","","","","","","","",""
"14D","20-21","1","Mask distribution","200000","Help / Fund / Relief Work","No Issue","","","","","","","","","","","","","","","","","","",""
"14D","20-21","2","Hands free wash basin installation","200000","Help / Fund / Relief Work","No Issue","","","","","","","","","","","","","","","","","","",""
"14D","20-21","3","Hands free wash basin installation","200000","Help / Fund / Relief Work","No Issue","","","","","","","","","","","","","","","","","","",""
"14D","20-21","4","Sanitizer stands distribution","191000","Help / Fund / Relief Work","No Issue","","","","","","","","","","","","","","","","","","",""
"14D","20-21","5","Toilet related work","126000","Toilet","No Issue","","","","","","","","","","","","","","","","","","",""
"14D","20-21","6","Nameplates installation","167000","Nameplates","No Issue","","","","","","","","","","","","","","","","","","",""
"14D","20-21","7","Library construction","200000","Library","No Issue","","","","","","","","","","","","","","","","","","",""
"14D","20-21","8","Walls-painting","196000","Colouring","No Issue","","","","","","","","","","","","","","","","","","",""
"7A","21-22","1","direction plate and nameplate","196000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","2","open gym","200000","Gym","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","3","repair toilet","130000","Toilet","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","4","colouring the school classroom","1,34,000","Colouring","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","5","sanitizer stands distribution","2,00,000","Help / Fund / Relief Work","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","6","mask distribution","2,00,000","Help / Fund / Relief Work","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","7","open gym","2,00,000","Gym","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","8","reading hall for the old man","2,00,000","Library","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","9","electricity work","1,15,000","Electrification","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","10","electricity work","1,07.000","Electrification","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","1","rading hall for the people","1,56,000","Library","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","2","awarness about the corona nameplate","27000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","3","awarness message plate","1,32,000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","4","awarness abot the corona plate","1,45,000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","5","dranage line,paving and concreting","1,34,000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","6","dranage line,paving and concreting","0,76,000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","7","dranage line,paving and concreting","1,56,000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","8","rading hall for the people","1,56,000","Library","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","9","reading hall for the old people","1,00,000","Library","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","1","set the totem pole","0,93,000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","2","set the totem pole","0,93,000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","3","set the totem pole","0,93,000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","4","develpoment work mula road","2,00.000","Development work","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","5","set the cctv cmera","1,99,000","CCTV","","","","","","","","","","","","","","","","","","","",""
"14A","21-22","1","atomatic portable fire extigusion provide","2,00,000","Fire Brigade","","","","","","","","","","","","","","","","","","","",""
"14A","21-22","2","atomatic portable fire extigusion provide","2,00,000","Fire Brigade","","","","","","","","","","","","","","","","","","","",""
"14A","21-22","3","buckets provide tofkhana pace","2,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14A","21-22","4","buckets provide gavthan place","1,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14A","21-22","5","bukets provide 80 litre capcity","2,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","1","transport and board works in various areas","1,33,000","Development work","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","2","providing the buckets for wet and dry waste","1,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","3","transport and board works in various areas","1,98,000","Development work","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","4","various maintenance repair works","1,61,000","Maintenance","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","1","cleanniness and repair the chamber","1,29,000","Cleaning","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","2","carrying out transport related works at various places","1,49,000","Traffic","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","3","providing the buckets for wet and dry waste","2,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","4","providing the buckets for wet and dry waste","2,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","5","development work in various works","1,39,000","Development work","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","1","work for the vacination","1,85,000","Help / Fund / Relief Work","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","2","providing the buckets ","2,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","3","providing the buckets","2,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","4","providing the buckets","2,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","5","providing the buckets","2,00,000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","6","repair toilet","0,51,000","Toilet","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","7","repair the temple","1,65,000","Buildings","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","8","electric work in deep bangala chowk","0,98,000","Electrification","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","9","j.w.mariyat hotel set the heighmast","76000","Electrification","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","1","repair toilets","788000","Toilet","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","2","development work in various works","900000","Development work","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","3","development in school","900000","Education","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","4","concretization","900000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","5","dranage line,paving and concreting","900000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","6","dranage line","185000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","7","dranage line","591000","Drainage","Open","i can not write the amount,amount is 591000","","","","","","","","","","","","","","","","","",""
"7A","21-22","8","drainage line","185000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","9","drainage line","591000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","10","colouring in the school","447000","Education","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","11","drainage line","660000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","12","colouring the work in school","522000","Education","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","13","work inthe school","370000","Education","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","14"," supply farnichare in school","414000","Education","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","15","chamber line","648000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","16","concretization in janvadi","735000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","17","repair and clear the drainage line","624000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","18","concretization in ghokale nager","675000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","19","repair the toilet ","463000","Toilet","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","20","repair the toilet in various place","738000","Toilet","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","21","repair the toilet","652000","Toilet","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","22","concritization","893000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","23","decoration in the school","551000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","24","repair the toilet","523000","Toilet","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","25","direction plate and nameplate","983000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","26","library for the old man","662000","Library","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","27","fencing the school","650000","Fencing","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","28","development work in the school","100000","Education","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","29","fencing the masoba get","632000","Fencing","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","30","drainage line work","771000","Drainage","","","","","","","","","","","","","","","","","","","",""
"14A","21-22","31","direction and nameplate","680000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"14A","21-22","32","wet and dry carbage buckets","900000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"14A","21-22","33","concretization","885000","Concretization","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","34","repair the toilet","615000","Toilet","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","35","repair the toilet","677000","Toilet","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","36","social temple repair","625000","Buildings","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","37","asphalting","763000","Road","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","38","repair the chamber","399000","Buildings","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","39","pavement blocks","761000","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","40","repair the chamber","364000","Buildings","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","41","set the nameplate","443000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","42","dranage work","900000","Drainage","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","43","work in school","737000","Education","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","44","development work","707000","Development work","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","45","security related work in school","900000","Education","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","46","development work in school","900000","Education","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","47","drainage line","549000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","48","drainage line","559000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","49","drainage line","299000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","50","drainage line","1000000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","51","social temple repair","794000","Buildings","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","52","drainage line","152000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","53","drainage line","711000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","54","drainage line","520000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","55","drainage line","654000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","56","repair toilet","668000","Toilet","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","57","drainage line","688000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7B","21-22","58","repair the social temple","563000","Buildings","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","59","development work","511000","Development work","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","60","interior road repair","255000","Road","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","61","decoration statue","789000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","62","decoration statue","1000000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","63","repair toilet","663000","Toilet","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","64","repair the toilet wall","490000","Toilet","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","65","farshi concretization","530000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","66","drainage line","257000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","67","set the block","318000","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","68","decoration road","241000","Road","","","","","","","","","","","","","","","","","","","",""
"7A","21-22","69","drainage line","277000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","70","road","900000","Road","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","71","set the direction and nameplate","608000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","72","bustop","900000","BusStop","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","73","statue decoration","351000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","74","footpath repair","225000","Road","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","75","rainy line","509000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","76","decoration and message wall","179000","Decoration","","","","","","","","","","","","","","","","","","","",""
"7C","21-22","77","footpath repair","900000","Road","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","78","concretization","343000","Concretization","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","79","clean the nale","900000","Cleaning","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","80","drainage line","604000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","81","drainage line","900000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","82","drainage line","274000","Drainage","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","83","build the open gym","900000","Gym","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","84","build the toilet","800000","Toilet","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","85","laying the floor in coloney","605000","Development work","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","86","decoration the immersion ghat","736000","Decoration","","","","","","","","","","","","","","","","","","","",""
"14B","21-22","87","decoration chowk","900000","Decoration","","","","","","","","","","","","","","","","","","","",""
"14C","21-22","88","repair the toilet ","346000","Toilet","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","89","decoration chowk","900000","Decoration","","","","","","","","","","","","","","","","","","","",""
"14D","21-22","90","social temple repair","682000","Buildings","","","","","","","","","","","","","","","","","","","",""
"7D","21-22","91","installation of protective mesh","384000","Fencing","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
