"DHANKAWADI - SAHAKAR NAGAR","","","","","","","",""
"","","","","","","0","",""
"Ward No.","Year","Sr. No.","Details of the work","Amount","Expense Code","Issue Status","Original Comment","Resolution Comment"
"40C","20-21","5","Draining and chamber lines related work","199900.96","Drainage","No Issue","",""
"40C","20-21","6","Road and footpath and other road related work","199933.37","Road","No Issue","",""
"40C","20-21","7","Repairing public toilets","199833.56","Toilet","No Issue","",""
"40C","20-21","8","Draining and chamber lines related work","199918.84","Drainage","No Issue","",""
"40C","20-21","9","Distribution of masks","200000","Help / Fund / Relief Work","No Issue","",""
"40C","20-21","10","Varoius development work","199833.56","Development work","No Issue","",""
"40D","20-21","1","Adding white lines on road","199679.1","Traffic","No Issue","",""
"40D","20-21","2","Side lines for road","199629.21","Road","No Issue","",""
"40D","20-21","3","Distribution of sanitizer and stands","199367.78","Help / Fund / Relief Work","No Issue","",""
"40D","20-21","4","Garden coloring work","199372.24","Colouring","No Issue","",""
"40D","20-21","5","Iron benches installation","199256.96","Benches","No Issue","",""
"40D","20-21","6","Coloring work in garden","199264.36","Colouring","No Issue","",""
"40D","20-21","7","Development of garden","199387.76","Garden","No Issue","",""
"40D","20-21","8","Development of garden","198587.19","Garden","No Issue","",""
"40D","20-21","9","Installing boards of remembrance","197855.36","Decoration","No Issue","",""
"40D","20-21","10","Various development work","199692.33","Development work","No Issue","",""
"35A","18-19","1","Road work ","197174.25","Road","","",""
"35A","18-19","2","Benches related work","194695.33","Benches","","",""
"35A","18-19","3","Water supply","145421.64","Water supply","","",""
"35A","18-19","4","Dhakal gadi","74482.64","Waste disposal","","",""
"35A","18-19","5","Drainage work","98441.48","Drainage","","",""
"35A","18-19","6","Toilets repairing","127182.64","Toilet","","",""
"35A","18-19","7","Radaroda","195550.19","Cleaning","","",""
"35A","18-19","8","Drainage work","196757.67","Drainage","","",""
"35A","18-19","9","Drainage work","197065.92","Drainage","","",""
"35A","18-19","10","Toilets repairing","194902.33","Electrification","","",""
"35B","18-19","1","Temple repairs","145237.99","Buildings","","",""
"35B","18-19","2","Temple repairs","147982.57","Buildings","","",""
"35B","18-19","3","Toilets repairing","167460.54","Toilet","","",""
"35B","18-19","4","Toilets repairing","149792.38","Toilet","","",""
"35B","18-19","5","Cloth bags","200000","Bags","","",""
"35B","18-19","6","Cloth bags","200000","Bags","","",""
"35B","18-19","7","Cloth bags","200000","Bags","","",""
"35B","18-19","8","Cloth bags","200000","Bags","","",""
"35B","18-19","9","Steel Bollard","199584","Steel Bollards","","",""
"35C","18-19","1","Cloth bags","200000","Bags","","",""
"35C","18-19","2","Nameplates","197789.03","Nameplates","","",""
"35C","18-19","3","Cloth bags","200000","Bags","","",""
"35C","18-19","4","Drainage work","89593.19","Drainage","","",""
"35D","18-19","1","Development work","195085.09","Development work","","",""
"35D","18-19","2","Development work","95427.68","Development work","","",""
"35D","18-19","3","Jute bags","200000","Bags","","",""
"35D","18-19","4","Concretization related work","197374.78","Concretization","","",""
"35D","18-19","5","Drainage work","199803.41","Drainage","","",""
"35D","18-19","6","Cloth bags","200000","Bags","","",""
"39A","18-19","1","Concretization related work","200000","Concretization","","",""
"39A","18-19","2","Concretization related work","200000","Concretization","","",""
"39A","18-19","3","Cloth bags","200000","Bags","","",""
"39A","18-19","4","Concretization related work","200000","Concretization","","",""
"39A","18-19","5","Nameplates","200000","Nameplates","","",""
"39A","18-19","6","Concretization related work","200000","Concretization","","",""
"39B","18-19","1","Cloth bags","200000","Bags","","",""
"39B","18-19","2","Cloth bags","200000","Bags","","",""
"39B","18-19","3","Drainage work","196741.73","Drainage","","",""
"39B","18-19","4","Concretization related work","96067","Concretization","","",""
"39B","18-19","5","Concretization related work","196235.98","Concretization","","",""
"39B","18-19","6","Cloth bags","200000","Bags","","",""
"39B","18-19","7","Cloth bags","200000","Bags","","",""
"39B","18-19","8","Electricity related work","194916.33","Electrification","","",""
"39C","18-19","1","Drainage work","173982.38","Drainage","","",""
"39C","18-19","2","Concretization related work","197653.3","Concretization","","",""
"39C","18-19","3","Drainage work","149388.03","Drainage","","",""
"39C","18-19","4","Traffic related work","143131.97","Traffic","","",""
"39C","18-19","5","Drainage work","174962.85","Drainage","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
