"","","","","","","","","","","","","","","134","102","103","126","141","606","0","","","","","","","","","","","","","",""
"Ward office","Ward","Ward Name","Name","Gender","Party","Served on any Municipal Committee?","17-18","18-19","19-20","20-21","21-22","Total","Total working days","17-18","18-19","19-20","20-21","21-22","Total","Issue Status","Original Comment","Resolution Comment","","","","","","","","","","","",""
"SinhgadRd","34C","Vadgaon Budruk- Hingane Khurd","Manjusha Nagpure","F","BJP","Standing Committee, Name Committee","114","86","76","82","107","358","606","0.85074626865672","0.84313725490196","0.7378640776699","0.65079365079365","0.75886524822695","0.59075907590759","No Issue","","","","","","","","","","","","","",""
"SinhgadRd","30A","Janata Vasahat- Dattawadi","Anand Rithe","M","BJP","City Development Committee, Sports Committee","129","102","93","103","127","427","606","0.96268656716418","1","0.90291262135922","0.81746031746032","0.90070921985816","0.7046204620462","No Issue","","","","","","","","","","","","","",""
"SinhgadRd","30D","Janata Vasahat- Dattawadi","Shankar Pawar","M","BJP","","108","73","79","59","113","319","606","0.80597014925373","0.7156862745098","0.76699029126214","0.46825396825397","0.80141843971631","0.52640264026403","No Issue","","","","","","","","","","","","","",""
"SinhgadRd","33A","Vadgaon Dhayari- Suncity","Haridas Charvad","M","BJP","Standing Committee, Sports Committee","116","89","69","82","96","356","606","0.86567164179104","0.87254901960784","0.66990291262136","0.65079365079365","0.68085106382979","0.58745874587459","No Issue","","","","","","","","","","","","","",""
"SinhgadRd","33D","Vadgaon Dhayari- Suncity","Raju Laygude","M","BJP","Standing Committee,City Development Committee, Name Committee","126","99","95","99","120","419","606","0.94029850746269","0.97058823529412","0.92233009708738","0.78571428571429","0.85106382978723","0.69141914191419","No Issue","","","","","","","","","","","","","",""
"SinhgadRd","34A","Vadgaon Budruk- Hingane Khurd","Prasanna Jagtap","M","BJP","City Development Committee, Name Committee","130","99","91","108","128","428","606","0.97014925373134","0.97058823529412","0.88349514563107","0.85714285714286","0.90780141843972","0.70627062706271","No Issue","","","","","","","","","","","","","",""
"SinhgadRd","34D","Vadgaon Budruk- Hingane Khurd","Shrikant Jagtap","M","BJP","Sports Committee","75","59","64","58","100","256","606","0.55970149253731","0.57843137254902","0.62135922330097","0.46031746031746","0.70921985815603","0.42244224422442","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","24B","Ramtekadi- Sayyad Nagar","Ruksana Inamdar","F","Independant","","45","","","","","45","83","0.33582089552239","0","0","0","0","0.5421686746988","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","25B","Vanwadi","Kalinda Punde","F","BJP","City Development Committee, Education Committee","126","85","67","86","128","364","606","0.94029850746269","0.83333333333333","0.6504854368932","0.68253968253968","0.90780141843972","0.6006600660066","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","25C","Vanwadi","Ratnaprabha Jagtap","F","NCP","Sports Committee, Law Committee, Women & child welfare","128","101","95","113","141","437","606","0.95522388059701","0.99019607843137","0.92233009708738","0.8968253968254","1","0.72112211221122","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","27B","Kondhwa Khurd- Meetha Nagar","Parvin Firoz","F","NCP","City Development Committee, Women & child welfare","118","88","82","85","81","373","606","0.88059701492537","0.86274509803922","0.79611650485437","0.67460317460317","0.57446808510638","0.61551155115512","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","27C","Kondhwa Khurd- Meetha Nagar","Hamida Sundake","F","NCP","Name Committee, Women & child welfare","88","57","74","80","56","299","606","0.65671641791045","0.55882352941176","0.71844660194175","0.63492063492063","0.39716312056738","0.49339933993399","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","24A","Ramtekadi- Sayyad Nagar","Ashok Kamble","M","Independant","Standing Committee, Sports Committee","130","97","90","88","88","405","606","0.97014925373134","0.95098039215686","0.87378640776699","0.6984126984127","0.6241134751773","0.66831683168317","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","24C","Ramtekadi- Sayyad Nagar","Anand Alkunte","M","NCP","Standing Committee","32","46","35","35","31","148","606","0.23880597014925","0.45098039215686","0.33980582524272","0.27777777777778","0.21985815602837","0.24422442244224","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","25A","Vanwadi","Dhanraj Ghogare","M","BJP","City Development Committee, Sports Committee, Name Committee","117","78","76","61","82","332","606","0.87313432835821","0.76470588235294","0.7378640776699","0.48412698412698","0.58156028368794","0.54785478547855","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","25D","Vanwadi","Prashant Jagtap","M","NCP","","123","101","100","109","141","433","606","0.91791044776119","0.99019607843137","0.97087378640777","0.86507936507937","1","0.71452145214521","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","27A","Kondhwa Khurd- Meetha Nagar","Haji Pathan","M","NCP","Sports Committee, Law Committee","107","98","75","86","98","366","606","0.79850746268657","0.96078431372549","0.72815533980583","0.68253968253968","0.69503546099291","0.6039603960396","Resolved","Name not found in 21-22 data","Name of the person in 21-22 data is - Abdul Gafur Ahammad Pathan","","","","","","","","","","","",""
"Wanawdi-RamTekdi","27D","Kondhwa Khurd- Meetha Nagar","Sainath Babar","M","MNS","","97","93","78","107","107","375","606","0.72388059701493","0.91176470588235","0.75728155339806","0.84920634920635","0.75886524822695","0.61881188118812","No Issue","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","24D","Ramtekadi- Sayyad Nagar","","","","","","","","","","0","606","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Warje-KarveNagar","13B","Erandwana- Happy Colony","Madhuri Sahastrabuddhe","F","BJP","City Development Committee, Law Committee, Women & child welfare","122","99","102","116","141","439","606","0.91044776119403","0.97058823529412","0.99029126213592","0.92063492063492","1","0.72442244224422","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","13C","Erandwana- Happy Colony","Manjushri Khardekar","F","BJP","Sports Committee, Education Committee, Law Committee, Women & child welfare","130","97","86","96","135","409","606","0.97014925373134","0.95098039215686","0.83495145631068","0.76190476190476","0.95744680851064","0.67491749174917","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","31B","Karve Nagar","Laxmi Dudhane","F","NCP","Standing Committee","97","93","91","95","135","376","606","0.72388059701493","0.91176470588235","0.88349514563107","0.75396825396825","0.95744680851064","0.62046204620462","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","31C","Karve Nagar","Vrushali Chaudhari","F","BJP","Sports Committee, Women & child welfare","129","101","38","75","140","343","606","0.96268656716418","0.99019607843137","0.36893203883495","0.5952380952381","0.99290780141844","0.56600660066007","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","32B","Warje-Malwadi","Sayali Wanjale","F","NCP","City Development Committee, Sports Committee, Women & child welfare","105","76","73","48","59","302","606","0.78358208955224","0.74509803921569","0.70873786407767","0.38095238095238","0.41843971631206","0.4983498349835","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","32C","Warje-Malwadi","Dipali Dhumal","F","NCP","Law Committee","88","66","73","109","141","336","606","0.65671641791045","0.64705882352941","0.70873786407767","0.86507936507937","1","0.55445544554455","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","13A","Erandwana- Happy Colony","Dipak Pote","M","BJP","Standing Committee","128","87","93","79","80","387","606","0.95522388059701","0.85294117647059","0.90291262135922","0.62698412698413","0.56737588652482","0.63861386138614","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","13D","Erandwana- Happy Colony","Jayant Bhave","M","BJP","Sports Committee, Name Committee, Law Committee","130","102","95","106","140","433","606","0.97014925373134","1","0.92233009708738","0.84126984126984","0.99290780141844","0.71452145214521","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","31A","Karve Nagar","Sushil Mengade","M","BJP","City Development Committee","115","86","73","73","115","347","606","0.85820895522388","0.84313725490196","0.70873786407767","0.57936507936508","0.81560283687943","0.57260726072607","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","31D","Karve Nagar","Rajabhau Barate","M","BJP","Standing Committee","79","66","43","90","100","278","606","0.58955223880597","0.64705882352941","0.41747572815534","0.71428571428571","0.70921985815603","0.45874587458746","Resolved","Name is Barate Rajabhau Kisan in RTI information PDF","Corrected- Tanmay","","","","","","","","","","","",""
"Warje-KarveNagar","32A","Warje-Malwadi","Dilip Barate","M","NCP","Standing Committee","67","65","69","53","40","254","606","0.5","0.63725490196078","0.66990291262136","0.42063492063492","0.28368794326241","0.41914191419142","No Issue","","","","","","","","","","","","","",""
"Warje-KarveNagar","32D","Warje-Malwadi","Sachin Dodke","M","NCP","City Development Committee","80","49","62","60","70","251","606","0.59701492537313","0.48039215686275","0.60194174757282","0.47619047619048","0.49645390070922","0.41419141914191","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","1A","Kalas-Dhanori","Kiran Jathar (till 2018) / Aishwarya Jadhav (after 2019)","F","BJP","Name Committee","122","","78","89","141","430","504","0.91044776119403","0","0.75728155339806","0.70634920634921","1","0.8531746031746","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","1C","Kalas-Dhanori","Rekha Tingare","F","NCP","Standing Committee","87","61","55","64","95","267","606","0.64925373134328","0.59803921568627","0.53398058252427","0.50793650793651","0.67375886524823","0.44059405940594","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","2B","Phule Nagar- Nagpur Chawl","Farzana Sheikh","F","BJP","Law Committee, Women & child welfare","85","71","60","86","122","302","603","0.63432835820896","0.69607843137255","0.58252427184466","0.68253968253968","0.86524822695035","0.50082918739635","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","2C","Phule Nagar- Nagpur Chawl","Shital Sawant","F","BJP","City Development Committee, Law Committee, Women & child welfare","114","75","81","82","104","352","606","0.85074626865672","0.73529411764706","0.78640776699029","0.65079365079365","0.73758865248227","0.58085808580858","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","6B","Yerwada","Shweta Chavan","F","ShivSena","Name Committee, Women & child welfare","124","62","66","92","129","344","606","0.92537313432836","0.6078431372549","0.64077669902913","0.73015873015873","0.91489361702128","0.56765676567657","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","6C","Yerwada","Ashwini Landage","F","MIM","Name Committee","127","100","87","112","109","426","606","0.94776119402985","0.98039215686275","0.84466019417476","0.88888888888889","0.77304964539007","0.7029702970297","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","1B","Kalas-Dhanori","Maruti Sangade","M","BJP","","133","101","94","86","109","414","606","0.99253731343284","0.99019607843137","0.9126213592233","0.68253968253968","0.77304964539007","0.68316831683168","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","1D","Kalas-Dhanori","Anil Tingare","M","BJP","Standing Committee, City Development Committee","117","92","82","39","90","330","606","0.87313432835821","0.90196078431373","0.79611650485437","0.30952380952381","0.63829787234043","0.54455445544554","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","2A","Phule Nagar- Nagpur Chawl","Siddharth Dhende","M","BJP","","111","89","85","63","101","348","606","0.82835820895522","0.87254901960784","0.8252427184466","0.5","0.71631205673759","0.57425742574257","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","2D","Phule Nagar- Nagpur Chawl","Sunil Tingare","M","NCP","Name Committee","121","93","75","86","105","375","606","0.90298507462687","0.91176470588235","0.72815533980583","0.68253968253968","0.74468085106383","0.61881188118812","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","6A","Yerwada","Avinash Salve","M","ShivSena","City Development Committee, Law Committee","119","92","89","100","106","400","606","0.88805970149254","0.90196078431373","0.86407766990291","0.79365079365079","0.75177304964539","0.66006600660066","No Issue","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","6D","Yerwada","Sanjay Bhosale","M","ShivSena","","125","85","68","87","118","365","606","0.93283582089552","0.83333333333333","0.66019417475728","0.69047619047619","0.83687943262411","0.6023102310231","No Issue","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
