"38C","18-19","81","Electrification","776449","Electrification","","","","","","","","","","","","","","","","","","","",""
"38B","18-19","82","Lighting Related","1112000","Electrification","","","","","","","","","","","","","","","","","","","",""
"38C","18-19","83","Electrification","805416","Electrification","","","","","","","","","","","","","","","","","","","",""
"41B","18-19","84","Crematorium Develomental works","750000","Cemetory / Crematorium","","","","","","","","","","","","","","","","","","","",""
"41A","18-19","85","Drainage line installation","891938.91","Drainage","","","","","","","","","","","","","","","","","","","",""
"41A","18-19","86","Drainage line installation","200814.09","Drainage","","","","","","","","","","","","","","","","","","","",""
"41A","18-19","87","Drainage line cleaning","988690.72","Drainage","","","","","","","","","","","","","","","","","","","",""
"41A","18-19","88","Drainage Line Repairs and Chamber levelling","899498.57","Drainage","","","","","","","","","","","","","","","","","","","",""
"41A","18-19","89","Drainage line installation","875494.97","Drainage","","","","","","","","","","","","","","","","","","","",""
"41A","18-19","90","Drainage line installation","989814.33","Drainage","","","","","","","","","","","","","","","","","","","",""
"41B","18-19","91","Drainage line installation","657385.26","Drainage","","","","","","","","","","","","","","","","","","","",""
"41B","18-19","92","Drainage line installation","821588.78","Drainage","","","","","","","","","","","","","","","","","","","",""
"41B","18-19","93","Drainage line installation","872790.86","Drainage","","","","","","","","","","","","","","","","","","","",""
"41B","18-19","94","Drainage line installation","946478.17","Drainage","","","","","","","","","","","","","","","","","","","",""
"41B","18-19","95","Drainage line replacement and repairs","798196.5","Drainage","","","","","","","","","","","","","","","","","","","",""
"41C","18-19","96","Drainage line installation","986977.07","Drainage","","","","","","","","","","","","","","","","","","","",""
"41C","18-19","97","Drainage Line Cleaning and Chamber levelling","860135.08","Drainage","","","","","","","","","","","","","","","","","","","",""
"41C","18-19","98","Drainage line installation","998826.17","Drainage","","","","","","","","","","","","","","","","","","","",""
"41D","18-19","99","Drainage line installation","690013.5","Drainage","","","","","","","","","","","","","","","","","","","",""
"41D","18-19","100","Drainage Line Cleaning and Chamber levelling","821553.46","Drainage","","","","","","","","","","","","","","","","","","","",""
"41D","18-19","101","Drainage line installation","899918.51","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","1","Footpath Repairs","494468.68","Footpath","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","2","Blocks repairs","493841.76","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","3","Monsoon Chambers repairs","246480","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","4","Roads Tarring","487416.28","Road","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","5","Drainage lines installation","948823.29","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","6","Drainage lines installation","984629.84","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","7","Drainage lines development","948629","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","8","Drainage lines installation","989174","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","9","Drainage line related work","989894.92","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","10","Drainage lines development","987997","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","11","Sludge (Gaal) Cleaning","987997","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","12","Drainage lines installation","256441","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","13","Drainage lines installation","296508.9","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","14","Drainage lines installation","296885.12","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","15","Drainage lines installation","296628.8","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","16","Drainage lines installation","296740","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","17","Drainage line and chamber cleaning","247254.58","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","18","Drainage lines development","296537","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","19","Drainage lines development","196930","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","20","Drainage lines development","247262.03","Drainage","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","21","Border Walls work completion","966478.19","Fencing","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","22","Health related works in Public Health center","999366.68","Medical","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","23","Electrification","852170","Electrification","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","24","Electrification","727549","Electrification","","","","","","","","","","","","","","","","","","","",""
"38A","19-20","25","Electrification","728343","Electrification","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","26","Concretization","987864.17","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","27","Concretization","987243.3","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","28","Concretization","985845.8","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","29","Concretization","797699.2","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","30","Concretization","989963","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","31","Concretization","989413.34","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","32","Concretization","985824.88","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","33","Concretization","985979.11","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","34","Concretization","985237.88","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","35","Concretization","988298","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","36","Concretization","292279","Concretization","","","","","","","","","","","","","","","","","","","",""
