"Distribution of work","","","","","","","Dashboard of open issues","","","","","","","","","","",""
"Ward office","Ward","Receive Data","Enter Data","Scrutiny 1","Scrutiny 2","Scrutiny 3","Tab Name","No. of open issues","Possible invalid amounts","","","","","","","","",""
"Yerawada-Kalas-Dhanori","1A","","Bharat","Ankita","","","NagarRd-WadgaonSheri","68","0","","","","","","","","",""
"Yerawada-Kalas-Dhanori","1B","","Bharat","Ankita","","","Yerawada-Kalas-Dhanori","4","0","","","","","","","","",""
"Yerawada-Kalas-Dhanori","1C","","Bharat","Ankita","","","DholePatilRd","15","0","","","","","","","","",""
"Yerawada-Kalas-Dhanori","1D","","Bharat","Ankita","","","Aundh-Baner","5","0","","","","","","","","",""
"Yerawada-Kalas-Dhanori","2A","","Bharat","Ankita","","","Shivainagar-GholeRd","273","0","","","","","","","","",""
"Yerawada-Kalas-Dhanori","2B","","Bharat","Ankita","","","Kothrud-Bavdhan","26","0","","","","","","","","",""
"Yerawada-Kalas-Dhanori","2C","","Bharat","Ankita","","","Dhankawdi-Sahakarnagar","10","0","","","","","","","","",""
"Yerawada-Kalas-Dhanori","2D","","Bharat","Ankita","","","SinhgadRd","253","0","","","","","","","","",""
"NagarRd-WadgaonSheri","3A","","Savita K","Oshin","","","Warje-KarveNagar","0","0","","","","","","","","",""
"NagarRd-WadgaonSheri","3B","","Savita K","Oshin","","","Hadapsar-Mundhwa","105","0","","","","","","","","",""
"NagarRd-WadgaonSheri","3C","","Savita K","Oshin","","","Wanawdi-RamTekdi","80","0","","","","","","","","",""
"NagarRd-WadgaonSheri","3D","","Savita K","Oshin","","","Kondhwa-Yewlewadi","0","0","","","","","","","","",""
"NagarRd-WadgaonSheri","4A","","Savita K","Oshin","","","Kasba-VishrambagWada","20","0","","","","","","","","",""
"NagarRd-WadgaonSheri","4B","","Savita K","Oshin","","","BhavaniPeth","294","0","","","","","","","","",""
"NagarRd-WadgaonSheri","4C","","Savita K","Oshin","","","Bibvewadi","0","0","","","","","","","","",""
"NagarRd-WadgaonSheri","4D","","Savita K","Oshin","","","NewTowns","","0","","","","","","","","",""
"NagarRd-WadgaonSheri","5A","","Savita K","Oshin","","","","","","","","","","","","","",""
"NagarRd-WadgaonSheri","5B","","Savita K","Oshin","","","","","","","","","","","","","",""
"NagarRd-WadgaonSheri","5C","","Savita K","Oshin","","","","","","","","","","","","","",""
"NagarRd-WadgaonSheri","5D","","Savita K","Oshin","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","6A","","","Ankita","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","6B","","","Ankita","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","6C","","","Ankita","","","","","","","","","","","","","",""
"Yerawada-Kalas-Dhanori","6D","","","Ankita","","","","","","","","","","","","","",""
"Shivajinagar-GholeRd","7A","","","","","","","","","","","","","","","","",""
"Shivajinagar-GholeRd","7B","","","","","","","","","","","","","","","","",""
"Shivajinagar-GholeRd","7C","","","","","","","","","","","","","","","","",""
"Shivajinagar-GholeRd","7D","","","","","","","","","","","","","","","","",""
"Aundh-Baner","8A","","Sania","","","","","","","","","","","","","","",""
"Aundh-Baner","8B","","Sania","","","","","","","","","","","","","","",""
"Aundh-Baner","8C","","Sania","","","","","","","","","","","","","","",""
"Aundh-Baner","8D","","Sania","","","","","","","","","","","","","","",""
"Aundh-Baner","9A","","Sania","","","","","","","","","","","","","","",""
"Aundh-Baner","9B","","Sania","","","","","","","","","","","","","","",""
"Aundh-Baner","9C","","Sania","","","","","","","","","","","","","","",""
"Aundh-Baner","9D","","Sania","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","10A","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","10B","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","10C","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","10D","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","11A","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","11B","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","11C","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","11D","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","12A","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","12B","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","12C","","","","","","","","","","","","","","","","",""
"Kothrud-Bavdhan","12D","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","13A","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","13B","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","13C","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","13D","","","","","","","","","","","","","","","","",""
"Shivajinagar-GholeRd","14A","","","","","","","","","","","","","","","","",""
"Shivajinagar-GholeRd","14B","","","","","","","","","","","","","","","","",""
"Shivajinagar-GholeRd","14C","","","","","","","","","","","","","","","","",""
"Shivajinagar-GholeRd","14D","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","15A","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","15B","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","15C","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","15D","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","16A","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","16B","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","16C","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","16D","","","","","","","","","","","","","","","","",""
"BhavaniPeth","17A","","","","","","","","","","","","","","","","",""
"BhavaniPeth","17B","","","","","","","","","","","","","","","","",""
"BhavaniPeth","17C","","","","","","","","","","","","","","","","",""
"BhavaniPeth","17D","","","","","","","","","","","","","","","","",""
"BhavaniPeth","18A","","","","","","","","","","","","","","","","",""
"BhavaniPeth","18B","","","","","","","","","","","","","","","","",""
"BhavaniPeth","18C","","","","","","","","","","","","","","","","",""
"BhavaniPeth","18D","","","","","","","","","","","","","","","","",""
"BhavaniPeth","19A","","","","","","","","","","","","","","","","",""
"BhavaniPeth","19B","","","","","","","","","","","","","","","","",""
"BhavaniPeth","19C","","","","","","","","","","","","","","","","",""
"BhavaniPeth","19D","","","","","","","","","","","","","","","","",""
"DholePatilRd","20A","","","","","","","","","","","","","","","","",""
"DholePatilRd","20B","","","","","","","","","","","","","","","","",""
"DholePatilRd","20C","","","","","","","","","","","","","","","","",""
"DholePatilRd","20D","","","","","","","","","","","","","","","","",""
"DholePatilRd","21A","","","","","","","","","","","","","","","","",""
"DholePatilRd","21B","","","","","","","","","","","","","","","","",""
"DholePatilRd","21C","","","","","","","","","","","","","","","","",""
"DholePatilRd","21D","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","22A","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","22B","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","22C","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","22D","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","23A","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","23B","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","23C","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","23D","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","24A","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","24B","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","24C","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","24D","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","25A","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","25B","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","25C","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","25D","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","26A","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","26B","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","26C","","","","","","","","","","","","","","","","",""
"Hadapsar-Mundhwa","26D","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","27A","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","27B","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","27C","","","","","","","","","","","","","","","","",""
"Wanawdi-RamTekdi","27D","","","","","","","","","","","","","","","","",""
"Bibvewadi","28A","","","","","","","","","","","","","","","","",""
"Bibvewadi","28B","","","","","","","","","","","","","","","","",""
"Bibvewadi","28C","","","","","","","","","","","","","","","","",""
"Bibvewadi","28D","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","29A","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","29B","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","29C","","","","","","","","","","","","","","","","",""
"Kasba-VishrambagWada","29D","","","","","","","","","","","","","","","","",""
"SinhgadRd","30A","","Vinit + Harshad","","","","","","","","","","","","","","",""
"SinhgadRd","30B","","Vinit + Harshad","","","","","","","","","","","","","","",""
"SinhgadRd","30C","","Vinit + Harshad","","","","","","","","","","","","","","",""
"SinhgadRd","30D","","Vinit + Harshad","","","","","","","","","","","","","","",""
"Warje-KarveNagar","31A","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","31B","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","31C","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","31D","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","32A","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","32B","","","","","","","","","","","","","","","","",""
"Warje-KarveNagar","32C","","","","","","","","","","","","","","","","",""
